x,y,z,C,R,G,B
-5.274423075615171,-3.969820082032101,0.2454096497422878,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.042352849535711,-4.089942699506028,0.1790847337285654,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.215584825785601,-3.9225414851663225,0.0044421070035879,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.110794275496656,-3.840379778265111,-0.2299467973772959,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.268971498988917,-3.9404528503004346,0.2445923801197159,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.053320301073374,-4.073198653344517,0.1790295844265785,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.197154642439123,-3.8837747141178776,0.0044162413751243,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.135364643168535,-3.834248100474991,-0.2305219373110018,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.283442356833152,-3.92605771730128,0.2447038116810828,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.06423259027227,-4.056426398840833,0.1789744499645452,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.20503126014019,-3.864830916137916,0.0044128378608079,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.130249213319779,-3.805971042244016,-0.2297670743038605,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.218285400843545,-3.8528472338834097,0.2411374716040079,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.089167378132612,-4.050831135291222,0.179415599203073,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.216863903867839,-3.848844104945999,0.0044128378625961,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.192580198030784,-3.827570318121922,-0.2320316633692926,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.292123321919461,-3.882334242981911,0.2439979731806905,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.110195584135753,-4.042020014243418,0.1797189120931607,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.245584389852427,-3.845236116083358,0.0044271318078787,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.210748611917478,-3.816345680033601,-0.2323192407543198,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.27170740631501,-3.8425350300258976,0.2425119996279326,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.121000558992122,-4.025087796010049,0.1796637630743278,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.246040067286214,-3.8208827228986086,0.0044176025115246,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.226472942383244,-3.8032815236585495,-0.2324989640046867,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.294802117482455,-3.834549549905048,0.2430320946700028,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.134900838054652,-4.010588321618151,0.1797189121216378,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.231813634346143,-3.7860099479815847,0.0043958207404781,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.241355844545625,-3.789571126586531,-0.2326427452176409,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.31870859226566,-3.8270419760134313,0.2435893383300882,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.118751956798302,-3.972751868329389,0.1787262862601332,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.238532940731919,-3.76643851283766,0.0043917368873871,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.061278832150313,-3.926447399397883,-0.0574674047044517,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.269190308423688,-3.7851338960025247,-0.233361666607909,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.318230762288039,-3.801989046062011,0.2430320946339385,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.11904266905733,-3.947871953159704,0.1783127042879666,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.247622324303958,-3.748605491113927,0.0043896945047304,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.023407772140696,-3.8724393515058897,-0.0569022409185587,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.2954199319627575,-3.779400489745036,-0.2340087047140586,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-6.76836787109542,-4.815025148789973,0.918789308089672,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.327425768006817,-3.783919024910019,0.2429206486728653,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.138271611452332,-3.9376208312203143,0.1785608536255679,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.26399082322876,-3.7359610385292616,0.0043937788108582,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.116235080938384,-3.919032884615344,-0.0578172690424699,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.348565302243784,-3.792617409348933,-0.2358419497890274,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-6.781485253632579,-4.7930903938031095,0.918569427300503,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.347174803017989,-3.773318526944753,0.2432921350300966,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.147942042927317,-3.920021553190777,0.1784781372761649,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.292590388412418,-3.7318952330962913,0.0044080732116968,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.123460276068379,-3.8996845083907,-0.0577634460304067,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.368345616241253,-3.7819458474044017,-0.2362014105618478,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-6.747352559702395,-4.737991468107967,0.9119729205144448,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.362817042982478,-3.759764114959866,0.2434778924953479,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.1639297832206985,-3.907225117493127,0.1786160026247734,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.312205113656323,-3.721377915795604,0.0044148797896502,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.118651699869922,-3.871280659701332,-0.0575750580908477,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.366823431536255,-3.756289534482263,-0.2356262705461682,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-6.624907903531227,-4.621728504043494,0.8935025734601743,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-6.7652677280430575,-5.093322312523608,0.8522572270655632,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-7.397082195148684,-5.15562301247029,0.6651365615274025,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.39892676469038,-3.760427891257125,0.2445923800451348,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.164706590842717,-3.8829542075125913,0.178229973350289,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.049634184428325,-4.092726065602225,0.1174286995782872,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.340833693066907,-3.717058862965761,0.0044291741923576,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.130504460194113,-3.855558435527834,-0.0575750580540586,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.375861006933414,-3.738095103111631,-0.2355184309976973,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-6.625168432486221,-4.59175669504402,0.8916335505925695,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-6.816714460146075,-5.09936242629459,0.8567633382983978,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.452347788210081,-3.772846746023818,0.2464870032722948,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.174993609871715,-3.8658944046686874,0.1781748389571212,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.043478486687419,-4.062162507581259,0.1169951873831211,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.375243173270383,-3.716579872811976,0.0044482332397596,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.144712972365008,-3.841595156362211,-0.0576019696428984,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.377437240377962,-3.714768562020245,-0.2350870869668337,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-6.637587556761636,-4.570282443983361,0.8914136699595052,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.449897530250631,-3.7464776100819033,0.2458554621607393,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.200474747344899,-3.860127901045534,0.1786435698474857,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.035621586935793,-4.030426329737252,0.116525547425191,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.403929864808567,-3.7119615422327015,0.0044625271860634,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.161292972680236,-3.829368171537996,-0.0576557963130674,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
-5.388808394324838,-3.698253247805785,-0.2350870867358868,1,0.8046502256471907,0.016404407576116165,0.18567403397697768
